Nome;Descrizione;Tipo;Latitudine;Longitudine
Spiaggia Grande;La spiaggia principale di Positano: uno scenario da cartolina e una frequentazione vivace e cosmopolita. Sul grande arenile di quasi trecento metri, con di fronte le isole de Li Galli e alle spalle la cascata colorata delle casette di Positano, si susseguono stabilimenti balneari e ristoranti. Facile capire perch questa spiaggia sia il ritrovo prediletto di positanesi, turisti e vip di tutta la Costiera Amalfitana.;bandiere;40.627495;14.488476
Spiaggia del Fornillo;Area caratterizzata da costa alta e litorale roccioso con l'abitato di Positano. Spiaggia sabbiosa ed intensa urbanizzazione a sud del tratto. Attraverso una romantica passeggiata tra il mare e la roccia che parte dal molo delle imbarcazioni di Positano si arriva alla spiaggia di Fornillo: punto di ritrovo prediletto di chi cerca una spiaggia pi tranquilla e silenziosa rispetto a Marina Grande.;bandiere;40.626385;14.482236
Spiaggia Arienzo;"La spiaggia di Arienzo  detta anche dei ""trecento gradini"" dal numero di scalini da affrontare per raggiungerla: una scalinata di grande suggestione dalle quali  possibile sbirciare all'interno dei giardini di alcune pi lussuose ville della Costiera Amalfitana, tra cui quella appartenuta a Franco Zeffirelli che qui ospitava diversi personaggi del jet-set internazionale. E' la spiagga di Positano dove il sole va via pi tardi, grazie alla favorevole esposizione a sud-ovest. Ha sia un lato con accesso libero che un lato privato, con stabilimento balneare e servizi.";bandiere;40.626762;14.495906
Mezzatorre;Costa bassa caratterizzata da litorale in prevalenza sabbioso. Zona rurale e urbanizzata.;bandiere;40.195729;15.017264
San Giorgio;Piana fluviale con litorale sabbioso delimitata da urbanizzazione rada ed ambienti seminaturali. Foce del Torrente Brizzi.;bandiere;40.068036;15.632569
Cammarelle;La spiaggia delle Cammarelle, conosciuta anche come Spiaggia della Camerelle,  situata a Nord di Sapri nel Cilento, proprio difronte al Porto Turistico della localit balneare campana. Larenile  di piccole dimensioni, lungo poco pi di cento metri, e composto in prevalenza da ciottoli e scogli. I fondali marini sono bassi, digradanti e cristallini. Una curiosit: la storia ci racconta che fu proprio sulla Banchina delle Cammarelle (o Camerelle) che sbarc Carlo Pisacane durante la spedizione di Sapri dove guid trecento uomini in rivolta verso il governo borbonico.;bandiere;40.073909;15.622951
Torre Villammare;Area del Golfo di Policastro caratterizzata da litorale sabbioso e ciottoloso. Intensa urbanizzazione alternata ad aree verdi.;bandiere;40.074377;15.591819
Santa Maria Le Piane;Area del Golfo di Policastro caratterizzata da litorale sabbioso. Discreta urbanizzazione alternata ad aree verdi. Foce del Torrente Cacafava.;bandiere;40.077386;15.580788
Oliveto;Area del Golfo di Policastro caratterizzata da litorale sabbioso. Discreta urbanizzazione alternata ad aree verdi. Zone rurali verso l'interno.;bandiere;40.072749;15.610231
Azienda Agricola Tempio di Barlotti Gianluigi;"Bocconcini; bufaciotta; bufaleggio di bufala; bufasiago; burrata di bufala; burrini di bufala; burro di bufala; caciocavallo di bufala; ciliegine; formaggio a pasta filata; formaggio a pasta filata affumicato; formaggio di bufala semistagionato (pepe nero, peperoncino); formaggio di bufala stagionato (buccia gialla, buccia nera); mozzarella aversana; provola affumicata; provolone di bufala stagionato; ricotta; ricotta salata di bufala; scamorza di bufala; toma di latte di bufala (peperoncino, rucola; olive); treccia; yogurt di latte di bufala";caseifici;40.4503083229065;15.039794035255907
"Azienda Agricola Filippo Morese ""Taverna Penta""";"Mozzarella, nelle varie forme e pezzature (ciliegine, bocconcini, mozzarella da 250g e 500g, treccia); ricotta; provole affumicate; primosale; scamorze; yogurt di bufala";caseifici;40.6372971;14.8923953
La Bufalat srl;"Mozzarella di bufala; mozzarella affumicata; cardinale; bocconcini; aversana; treccia; treccia affumicata; ricottina; ricotta; scamorza bianca; scamorza affumicata; burro";caseifici;40.5056684;15.0642728
Diano  Casearia Spa;"Linea di bufala: mozzarella di bufala campana DOP; treccione; treccine; bocconcini; ricotta. Linea con latte italiano: provola affumicata; bocconcini e fior di latte; treccine; nodini; bufalella. Linea paste filate: gran diano e bel diano naturale e affumicato; scamorzina naturale e affumicata; filoncello; provola naturale e affumicata; treccione; stick affumicati; piattelle; chicche naturali e affumicate. Linea catering: mozzarella cubettata e julienne; fiorello bianco e affumicato; bocce fior di latte; mozzarella pasta filata";caseifici;40.349929332733154;15.589655432850124
Eredi di Gaetano Iemma;"Linea interamente con latte di bufala DOP: mozzarella; bocconcini; aversana; cardinali; provola; treccia; ricotta; yogurt; bufadelphia; budino al cioccolato; panna cotta; stracchino; cardinali alla panna; burrata; formaggio tipo cacio; formaggio semi stagionato; primo sale; burro; scamorza bianca e affumicata";caseifici;40.5986354;14.9801014
F.lli Di Lascio srl;"Burrata di bufala: burro di lascio “paestum”; caciocavallo misto affumicato; caciocavallo misto stagionato e semi stagionato; cacioricotta; formaggi misti bianchi; formaggi misti farciti (rucola, peperoncino, olive); mozzarella di bufala campana; provola di bufala campana affumicata (in acqua); ricotta fresca; ricotta salata semi-stagionata da grattuggiare; scamorza mista affumicata; scamorza mista bianca; silano di scamorza affumicato; silano di scamorza bianco; stracchino di bufala; trecce di bufala campana";caseifici;40.42196273803711;15.08179952390492
Il Caseificio Polito;"Linea di bufala campana DOP: aversana; bocconcini; ciliegine; provola; scamorza bianca e affumicata; caciocavallo fresco e stagionato; treccia";caseifici;40.386106967926025;15.027176924049856
La Cilentana Soc. Coop.;"Linea di bufala campana DOP: mozzarella (naturale e affumicata; bocconcini (naturali e affumicati); ciliegine; treccia; aversana; stracciatella; ricotta; primo sale (naturale, peperoncino, rucola, olive, peperoncino & rucola); burrata; scamorza (naturale e affumicata); scamorzone (naturale, affumicato, stagionato); scamorzine aromatizzate (agrumi & rosmarino, acciughe & olive, origano & peperoncino, origano & pomodori secchi)";caseifici;40.61194896697998;15.060316119343042
La Vallesina;"Linea di bufala campana DOP: mozzarella; bocconcini; ciliegine; aversana; trecce; mortella; ricotta. Linea di vaccino: fior di latte; caciocavallo; scamorza; formaggio toma; provolone";caseifici;40.226628;15.263344
La Villanella;"Mozzarella di bufala campana DOP naturale e affumicata); treccia (naturale e affumicata); filone; mozzarella di latte di bufala senza lattosio; treccia senza lattosio; mozzarella per pizza";caseifici;40.582511;15.185554
Lettieri Domenico;"Mozzarella di bufala campana DOP; Treccia di Bufala (naturale e affumicata); Scamorza di Bufala; caciocavallo stagionato; ricotta di bufala; rotolo di mozzarella ripieno;";caseifici;40.6175146;15.0569438
Caseificio Roberta srl;"Mozzarella e mozzarellona di bufala campana DOP; ciliegine di bufala DOP; bocconcini di bufala; caciocavallo affumicato; caciocavallo bianco; provola e provolette affumicate di bufala; ricotta di bufala; scamorza affumicata di latte di bufala; scamorza di bufala; treccia e treccine di mozzarella di bufala DOP";caseifici;40.7812652;14.7617093
Caseificio Galdi S.r.l.;"Linea di bufala campana DOP: mozzarella in vari formati e pezzature (aversana, bocconcini, cardinali, treccione); ricotta al latte di bufala";caseifici;40.538733;14.967611
Mail Industria Casearia;"Mozzarella di Bufala campana DOP; Provola di Bufala affumicata; Treccia di Bufala; Ricotta di Bufala; Bocconcini di Bufala";caseifici;40.631835;14.959549
Caseificio La Contadina;"Mozzarella bufala campana DOP in varie forme e pezzature (aversana, bocconcini, cardinali, treccia); bocconcino, mozzarella e aversana affumicati; ricotta di bufala (naturale e stagionata); burro di bufala; tenerone di bufala; scamorza (naturale e affumicata); scamorza di bufala; burrino; caciocavallo (naturale e affumicato); caciotta morbidosa; cacioricotta stagionato e eaffumicato";caseifici;40.524571;15.067528
Caseificio Rivabianca;"Mozzarella di Bufala Campana DOP; bocconcini di Bufala Campana; treccia di Bufala Campana; provola Affumicata di Bufala Campana; ricotta di Bufala Campana; scamorza Bianca di Bufala Campana; scamorza Affumicata di Bufala campana; scamorzone Bianco di Bufala Campana; scamorzone Affumicato di Bufala Campana; cacioreale";caseifici;40.450199;15.018944
La Perla Del Mediterraneo S.R.L.;"Mozzarella di Bufala Campana DOP in varie forme e pezzature (perlina, mozzarellone, treccione); provola di bufala; ricotta di bufala; burro; formaggio spalmabile; yogurt; kefir di bufala";caseifici;40.496612;15.01999
Caseificio Stella;"Mozzarella di bufala campana DOP (naturale e affumicata); treccia di bufala campana (naturale e affumicata); scamorza (bianca e affumicata); ricotta di bufala; primo sale;  ciliegine e nodini di mozzarella di bufala; filone di mozzarella; caciocavallo (bianco e affumicato)";caseifici;40.780446;14.767459
Caseificio Tre Stelle Srl;"Mozzarella di bufala campana DOP in varie forme e pezzature; ricotta di bufala; treccia; ciambella di bufala; burrata di bufala; linea frozen; mozzarella di bufala senza lattosio; mozzarella di bufala al tartufo; mozzarella di bufala biologica";caseifici;40.555646;14.98809
FILAB s.r.l. - Filiera Latte Bufalino;"Linea di bufala campana DOP: Ciliegina o Cardinalino; Bocconcino; Boccone; Mozzarella; Aversana; Zizzona; Mozzarella affumicata o Provola; Treccia; ricotta; burrata; scamorza";caseifici;40.624569;14.955107
Caseificio Vallebianca S.R.L;"Mozzarella di bufala campana DOP; ricotta di bufala; scamorze e formaggi freschi di bufala";caseifici;40.781051;14.759652
Caseificio La Fattoria Srl Di Paraggio Luciano & C;"Mozzarella di bufala campana DOP in varie forme e pezzature (zizzona, treccia, ciliegine, bocconcini, aversana); ricotta; ciliegine alla panna; provola affumicata; scamorza bianca e affumicata;";caseifici;40.6229;14.978626
Caseificio D'Anzilio;"Mozzarella di Bufala Campana DOP in varie forme e pezzature (bocconcino, sfoglia); ricotta; scamorza bianca e affumicata; caciocavallo; provola affumicata";caseifici;40.57184;14.98572
Caseificio Fattoria dell’Alento;"Mozzarella di Bufala Campana DOP in varie forme e pezzature (bocconcino, ciliegine, treccia); ricotta di bufala; scamorza; caciocavallo; ciliegine di bufala alla panna";caseifici;40.296219;15.144088
Caseificio Podere Dei Leoni;"Mozzarella di bufala campana DOP (naturale, affumicata, treccia); mozzarella di vaccino; burrata di bufala; ricotta di bufala (naturale e omogeneizzata); scamorza di bufala affumicata; silano di bufala";caseifici;40.761647;14.65225
Caseificio La Tramontina;"Mozzarella di bufala campana DOP in varie forme e pezzature: sassolini, bocconcini, treccia, treccione; provola affumicata di bufala; ricotta salata di bufala (fresca e stagionata); provolone di bufala stagionato; scamorza di mucca (bianca e affumicata); caciocavallo fresco di mucca; ricotta delattosata; scamorza delattosata";caseifici;40.727237;14.691452
Caseificio Barlotti;"Mozzarella di bufala campana DOP; cardinali di bufala; bocconcini di bufala; treccia di bufala; ricotta di bufala; yogurt di bufala; scamorza di vaccino bianca e affumicata";caseifici;40.41627;14.992968
Caseificio Casare' Bisogno;"Linea di bufala campana DOP: mozzarella; bocconcini; ciliegine; treccia; treccina; provola affumicata; nodini; ricotta; ricotta affumicata; burrata; stracciata. Linea bio: mozzarella di bufala campana DOP biologica; mozzarella di bufala campana DOP senza lattosio biologica. Linea di mucca: mozzarella; bocconcini; ciliegine; perline; fior di latte; treccia; ricotta; scamorza bianca e affumicata; provola affumicata; caciocavallo";caseifici;40.716211;14.701586
Caseificio Latticini Salernitani Srl 'La Cascina';"Mozzarella di bufala campana DOP; ricotta di bufala; caciotta di bufala; scamorza di bufala; bocconcini alla panna; fagottini di bufala alla ricotta; burrata di bufala; ricotta di bufala stagionata; caciocavallo di bufala; formaggio tenero di bufala; burro di bufala; burrino di bufala; cacetti di bufala ripieni (ricotta di bufala; ricotta e funghi, ricotta e olive); pepatina di bufala; provolone di bufala; salamino di bufala per pizza; dessert di bufala (cioccolato, limone)";caseifici;40.617361;14.958231
Azienda Casearia Salati Iannitti Giovanni Srl;"Mozzarella di bufala campana DOP in varie forme e pezzature: aversana (naturale e affumicata), bocconcini (naturali e affumicati), treccia (naturali e affumicati), ciliegine, nodini, sfoglia, ciambella; ricotta di bufala; scamorza di bufala; toma (naturale, peproncino, rucola, olive, noci, pepe); caciocavallo di bufala; silano di bufala;";caseifici;40.39019;15.002733
